scenario,algorithm,seed,num_devices,overall_sla_violation_count,overall_sla_violation_rate_pct,fairness_index,utility_score,mmtc_avg_latency_ms,mmtc_p95_latency_ms,mmtc_p99_latency_ms,mmtc_avg_throughput_mbps,mmtc_avg_packet_loss_pct,mmtc_sla_violation_rate_pct,mmtc_load_ratio,embb_avg_latency_ms,embb_p95_latency_ms,embb_p99_latency_ms,embb_avg_throughput_mbps,embb_avg_packet_loss_pct,embb_sla_violation_rate_pct,embb_load_ratio,urllc_avg_latency_ms,urllc_p95_latency_ms,urllc_p99_latency_ms,urllc_avg_throughput_mbps,urllc_avg_packet_loss_pct,urllc_sla_violation_rate_pct,urllc_load_ratio
balanced,dynamic,1,180,180,100.0,0.8102,0.2665,152.088,159.938,160.239,1.412,2.86,100.0,1.277,72.504,81.654,82.475,16.233,2.427,100.0,1.51,15.049,18.834,19.298,8.176,0.382,100.0,1.52
balanced,dynamic,2,180,179,99.444,0.7809,0.3209,101.664,107.593,107.82,1.175,1.405,100.0,1.0,66.215,74.642,75.832,18.936,2.147,96.552,1.418,14.256,17.37,17.716,8.074,0.338,100.0,1.408
balanced,dynamic,3,180,180,100.0,0.8119,0.2649,162.987,172.969,173.159,1.602,3.163,100.0,1.346,76.548,86.628,86.782,18.39,2.614,100.0,1.563,16.234,21.889,23.322,10.452,0.407,100.0,1.587
balanced,dynamic,4,180,180,100.0,0.8153,0.2726,153.838,163.813,164.161,1.544,2.891,100.0,1.298,71.748,81.43,82.325,19.481,2.391,100.0,1.508,15.208,19.492,19.779,7.678,0.381,100.0,1.525
balanced,dynamic,5,180,180,100.0,0.8124,0.2893,138.653,148.314,148.564,1.59,2.465,100.0,1.215,70.252,79.697,79.961,20.089,2.303,100.0,1.477,13.642,18.037,19.335,9.067,0.321,100.0,1.464
balanced,dynamic,6,180,180,100.0,0.8313,0.237,188.217,200.66,200.903,1.597,3.867,100.0,1.491,90.316,101.071,102.042,14.164,3.232,100.0,1.764,18.957,24.019,25.509,7.501,0.471,100.0,1.764
balanced,dynamic,7,180,175,97.222,0.7789,0.3203,99.086,106.334,106.445,1.06,1.351,100.0,0.972,65.819,74.354,75.157,20.333,2.08,81.481,1.412,13.383,16.476,16.639,10.243,0.319,100.0,1.397
balanced,dynamic,8,180,180,100.0,0.8151,0.2624,154.455,162.399,162.498,1.395,2.916,100.0,1.289,73.538,82.269,82.688,17.571,2.468,100.0,1.514,15.667,20.243,21.452,9.741,0.371,100.0,1.496
balanced,dynamic,9,180,180,100.0,0.7726,0.3196,99.421,105.147,105.35,1.011,1.341,100.0,0.95,68.474,76.817,78.121,17.993,2.24,100.0,1.456,14.334,19.35,19.5,7.842,0.321,100.0,1.51
balanced,dynamic,10,180,180,100.0,0.8171,0.2549,163.639,173.283,173.44,1.404,3.173,100.0,1.346,75.51,84.035,85.731,18.984,2.559,100.0,1.557,15.705,20.681,22.277,8.257,0.404,100.0,1.553
video_heavy,static,1,180,143,79.444,0.5368,0.1845,85.306,90.218,90.345,0.502,1.445,75.0,0.598,200.061,230.925,231.314,5.869,9.572,100.0,3.38,6.769,8.783,9.593,6.646,0.14,0.0,0.767
video_heavy,static,2,180,148,82.222,0.4488,0.1677,83.75,88.357,88.713,0.536,1.431,70.312,0.565,227.68,258.771,259.35,5.995,11.115,100.0,3.734,6.354,7.848,7.894,5.422,0.158,0.0,0.549
video_heavy,static,3,180,143,79.444,0.4432,0.1686,78.244,82.773,83.106,0.472,1.449,59.677,0.462,217.932,249.01,249.506,5.752,10.569,100.0,3.612,6.76,8.028,8.59,5.789,0.144,0.0,0.463
video_heavy,static,4,180,145,80.556,0.4677,0.1731,82.582,87.718,87.907,0.525,1.433,70.769,0.554,222.378,253.789,255.001,6.149,10.786,100.0,3.679,6.731,8.159,8.517,5.41,0.163,0.0,0.586
video_heavy,static,5,180,129,71.667,0.4767,0.1808,77.482,82.822,83.012,0.477,1.411,50.0,0.46,206.007,240.058,240.773,6.063,9.796,100.0,3.498,5.802,8.175,9.127,4.982,0.133,0.0,0.531
video_heavy,static,6,180,151,83.889,0.4579,0.1688,86.975,92.108,92.267,0.55,1.44,76.923,0.634,228.035,261.096,261.871,6.05,11.064,100.0,3.765,6.103,7.424,7.483,5.443,0.156,0.0,0.631
video_heavy,static,7,180,126,70.0,0.5432,0.1909,81.346,88.206,88.397,0.496,1.381,55.714,0.561,188.348,214.631,215.56,5.838,8.986,100.0,3.18,7.073,9.703,9.765,5.533,0.133,0.0,0.709
video_heavy,static,8,180,140,77.778,0.4574,0.17,83.185,88.847,89.186,0.54,1.404,64.062,0.575,228.897,257.302,257.546,6.173,11.261,100.0,3.711,6.767,8.276,8.284,4.527,0.152,0.0,0.577
video_heavy,static,9,180,138,76.667,0.5485,0.19,86.157,91.903,92.231,0.532,1.416,71.233,0.633,189.181,217.536,218.451,5.854,8.958,100.0,3.213,6.77,8.692,9.063,5.952,0.121,0.0,0.758
video_heavy,static,10,180,145,80.556,0.4345,0.1642,83.438,88.677,88.811,0.482,1.425,67.308,0.572,248.525,287.318,288.205,6.209,12.083,100.0,4.106,5.927,7.801,8.289,4.291,0.145,0.0,0.615
video_heavy,dynamic,1,180,180,100.0,0.894,0.1813,271.114,286.023,286.15,1.909,6.236,100.0,1.94,124.364,140.837,141.068,6.258,4.805,100.0,2.284,26.945,35.355,37.199,3.853,0.76,100.0,2.313
video_heavy,dynamic,2,180,180,100.0,0.869,0.1772,289.204,306.328,306.688,1.913,6.719,100.0,2.048,136.433,152.654,153.123,6.279,5.372,100.0,2.436,30.542,38.452,39.605,4.294,0.866,100.0,2.457
video_heavy,dynamic,3,180,180,100.0,0.8907,0.1851,269.293,285.43,285.791,2.17,6.18,100.0,1.939,127.536,143.415,143.629,5.978,4.946,100.0,2.318,29.422,37.008,37.815,4.379,0.833,100.0,2.364
video_heavy,dynamic,4,180,180,100.0,0.8765,0.1796,284.729,301.577,301.825,1.948,6.61,100.0,2.024,133.611,149.091,150.286,6.422,5.213,100.0,2.402,30.301,38.281,39.4,4.123,0.868,100.0,2.456
video_heavy,dynamic,5,180,180,100.0,0.8974,0.1905,260.796,278.554,278.795,2.274,5.901,100.0,1.903,117.415,139.674,140.46,5.699,4.41,100.0,2.271,27.206,36.422,36.876,4.723,0.759,100.0,2.304
video_heavy,dynamic,6,180,180,100.0,0.8532,0.1732,298.326,315.839,315.994,1.718,6.992,100.0,2.098,139.72,156.381,156.885,6.339,5.496,100.0,2.484,30.406,38.353,40.0,4.182,0.86,100.0,2.512
video_heavy,dynamic,7,180,180,100.0,0.8842,0.2023,241.193,259.328,259.64,2.085,5.345,100.0,1.801,118.068,131.07,131.449,8.063,4.539,100.0,2.156,24.706,31.959,32.258,4.068,0.662,100.0,2.164
video_heavy,dynamic,8,180,180,100.0,0.8702,0.1778,286.937,305.915,306.245,1.892,6.645,100.0,2.046,136.762,152.128,152.301,6.439,5.391,100.0,2.426,31.51,39.277,39.826,4.099,0.909,100.0,2.464
video_heavy,dynamic,9,180,180,100.0,0.8883,0.1892,253.233,269.657,269.992,1.917,5.701,100.0,1.855,114.28,133.181,134.06,6.27,4.282,100.0,2.188,25.975,33.919,35.196,4.987,0.682,100.0,2.227
video_heavy,dynamic,10,180,180,100.0,0.8078,0.1752,323.536,344.937,345.149,1.667,7.681,100.0,2.253,148.476,168.788,169.645,6.55,5.868,100.0,2.656,33.201,42.303,44.106,4.012,0.952,100.0,2.729
emergency_burst,static,1,180,133,73.889,0.6968,0.2421,87.392,91.831,92.367,0.464,1.45,78.571,0.637,123.662,140.743,141.231,5.894,5.585,100.0,2.229,8.867,11.449,12.615,4.781,0.192,23.684,1.088
emergency_burst,static,2,180,133,73.889,0.6414,0.2882,86.727,92.648,92.801,0.51,1.415,76.289,0.646,95.633,106.257,106.868,11.444,4.087,100.0,1.787,9.587,11.414,12.344,4.923,0.214,40.0,1.111
emergency_burst,static,3,180,120,66.667,0.6814,0.2477,82.604,87.522,87.836,0.529,1.442,69.663,0.553,121.716,140.482,141.574,6.53,5.386,100.0,2.235,7.238,9.686,10.624,4.698,0.148,5.714,0.874
emergency_burst,static,4,180,141,78.333,0.654,0.2942,86.459,91.924,92.262,0.531,1.425,70.968,0.635,93.298,105.996,106.615,11.645,3.959,100.0,1.784,11.103,14.309,14.846,4.953,0.254,72.727,1.228
emergency_burst,static,5,180,106,58.889,0.6279,0.2926,81.415,87.233,87.413,0.505,1.414,62.637,0.543,96.707,111.521,111.886,10.991,4.104,100.0,1.85,8.095,9.593,10.868,4.777,0.133,4.762,0.989
emergency_burst,static,6,180,160,88.889,0.6459,0.2871,91.901,96.818,97.043,0.523,1.434,100.0,0.728,90.221,103.1,104.289,12.173,3.767,100.0,1.752,10.251,13.245,13.805,4.848,0.233,47.368,1.155
emergency_burst,static,7,180,107,59.444,0.6934,0.2542,84.148,90.897,91.291,0.465,1.391,56.989,0.615,119.786,135.721,136.929,7.17,5.362,100.0,2.169,8.458,11.289,11.63,4.875,0.152,10.811,1.025
emergency_burst,static,8,180,131,72.778,0.664,0.2307,84.633,90.433,90.703,0.528,1.411,63.38,0.606,151.057,169.854,169.996,6.388,7.059,100.0,2.592,9.826,11.352,11.599,4.541,0.226,47.727,1.149
emergency_burst,static,9,180,152,84.444,0.6371,0.2962,91.174,96.771,96.866,0.547,1.42,100.0,0.727,83.756,97.131,97.351,13.401,3.373,100.0,1.669,9.351,12.05,12.331,4.651,0.183,28.205,1.106
emergency_burst,static,10,180,134,74.444,0.6911,0.2409,88.859,94.339,94.464,0.5,1.434,83.871,0.68,123.739,140.526,142.624,6.294,5.543,100.0,2.248,8.206,10.157,10.989,4.747,0.162,6.061,0.992
emergency_burst,dynamic,1,180,180,100.0,0.8107,0.2542,177.481,186.137,186.645,1.802,3.579,100.0,1.416,86.928,96.804,97.636,14.818,3.119,100.0,1.712,17.36,22.653,24.258,4.785,0.446,100.0,1.714
emergency_burst,dynamic,2,180,180,100.0,0.7946,0.2922,131.524,139.268,139.406,1.523,2.258,100.0,1.167,70.353,78.237,78.787,17.779,2.33,100.0,1.471,14.005,18.221,19.61,5.375,0.332,100.0,1.461
emergency_burst,dynamic,3,180,180,100.0,0.8007,0.2663,164.88,174.538,174.854,1.893,3.219,100.0,1.354,75.183,91.754,92.926,12.073,2.529,100.0,1.649,17.144,21.406,22.484,8.429,0.431,100.0,1.641
emergency_burst,dynamic,4,180,180,100.0,0.7993,0.2866,142.814,150.795,151.144,1.637,2.583,100.0,1.228,70.015,79.668,79.956,18.816,2.332,100.0,1.483,14.14,18.755,19.391,5.166,0.327,100.0,1.492
emergency_burst,dynamic,5,180,180,100.0,0.7956,0.2958,135.173,144.121,144.319,1.759,2.369,100.0,1.193,63.714,77.641,77.756,13.762,2.012,100.0,1.448,13.481,16.788,17.973,7.67,0.297,100.0,1.443
emergency_burst,dynamic,6,180,180,100.0,0.7717,0.3005,115.73,121.313,121.529,1.213,1.794,100.0,1.072,70.607,79.897,81.066,17.443,2.346,100.0,1.491,14.587,18.696,19.31,5.312,0.348,100.0,1.506
emergency_burst,dynamic,7,180,180,100.0,0.8082,0.2622,164.005,175.863,176.24,1.698,3.182,100.0,1.361,82.651,92.935,94.326,16.026,2.896,100.0,1.663,16.238,21.653,22.038,5.979,0.382,100.0,1.65
emergency_burst,dynamic,8,180,180,100.0,0.8278,0.2354,209.093,222.835,223.074,2.141,4.453,100.0,1.608,102.533,114.514,114.775,11.864,3.793,100.0,1.933,20.493,28.18,30.176,4.049,0.535,100.0,1.938
emergency_burst,dynamic,9,180,180,100.0,0.7421,0.3229,97.253,102.954,103.05,0.956,1.295,100.0,0.908,66.585,74.413,75.691,16.931,2.131,100.0,1.424,14.354,18.742,19.045,5.609,0.32,100.0,1.537
emergency_burst,dynamic,10,180,180,100.0,0.8081,0.2494,176.992,187.412,187.546,1.675,3.557,100.0,1.421,85.399,94.913,96.424,15.336,3.028,100.0,1.702,17.783,22.676,24.274,5.471,0.444,100.0,1.71
